PIB File Number,Subject Influencing Factors,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested
FTN2020-0356,None detected,11 feet to 14 feet,Male,White,25,Medium,6'1'' to 6'3'',No,No,No
FTN2020-0354,Mentally unstable,0 feet to 1 feet,Male,White,Unknown,Small,5'7'' to 5'9'',No,Yes,No
FTN2020-0355,Unknown ,0 feet to 1 feet ,Female ,Black ,17 ,Small ,5'4'' to 5'6'' ,No ,Yes ,Yes 
FTN2020-0355, Unknown, 0 feet to 1 feet, Male, Black, 16, Small, 5'4'' to 5'6'', No, Yes, Yes
FTN2020-0001,Unknown,1 feet to 3 feet,Male,Black,45,Small,5'10'' to 6'0'',No,No,Yes
FTN2020-0363,Unknown Drugs,0 feet to 1 feet,Male,Black,31,Large,> 6'3'',No,No,Yes
FTN2021-0127,None detected,1 feet to 3 feet,Male,Black,1,Medium,5'10'' to 6'0'',No,No,Yes
FTN2019-0026,Unknown,1 feet to 3 feet,Male,Black,22,Medium,5'4'' to 5'6'',Yes,No,Yes
FTN2020-0369,Unknown,1 feet to 3 feet,Male,Black,17,Small,5'7'' to 5'9'',No,No,Yes
FTN2020-0378,Unknown,0 feet to 1 feet,Female,Black,29,Unknown,5'4'' to 5'6'',No,Yes,Yes
FTN2020-0379,None detected,1 feet to 3 feet,Male,Black,22,Small,5'10'' to 6'0'',No,No,Yes
FTN2020-0377,Unknown ,1 feet to 3 feet ,Male ,Black ,12 ,Unknown,Unknown,No ,Yes ,Yes 
FTN2020-0377, Unknown , 1 feet to 3 feet , Male , Black , 14 ,Unknown,Unknown, No , Yes , Yes 
FTN2020-0377, Unknown, 1 feet to 3 feet, Male, Black, 15,Unknown,Unknown, No, Yes, Yes
FTN2018-0133,Alchohol,4 feet to 6 feet,Male,White,24,Medium,5'7'' to 5'9'',No,No,Yes
FTN2021-0002,Mentally unstable,0 feet to 1 feet,Male,Black,29,Medium,5'7'' to 5'9'',Yes,No,Yes
FTN2018-0238,Unknown,4 feet to 6 feet,Male,Black,Unknown,Medium,5'7'' to 5'9'',No,No,No
FTN2021-0015,None detected,0 feet to 1 feet,Male,Black,34,Small,5'7'' to 5'9'',No,No,Yes
FTN2017-0579,Unknown,0 feet to 1 feet,Male,Black,21,Medium,5'7'' to 5'9'',Yes,No,No
FTN2021-0026,Mentally unstable,0 feet to 1 feet,Male,Black,15,Medium,5'4'' to 5'6'',Yes,Yes,No
FTN2021-0031,Mentally unstable,1 feet to 3 feet,Female,Black,33,Small,< 5'0'',No,Yes,Yes
FTN2021-0034,Alchohol,0 feet to 1 feet,Male,White,21,Small,5'7'' to 5'9'',No,No,Yes
FTN2022-0058,None detected,0 feet to 1 feet,Male,Hispanic,26,Medium,5'7'' to 5'9'',No,No,Yes
FTN2022-0061,None detected,11 feet to 14 feet,Male,Black,18,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2018-0306,Unknown,0 feet to 1 feet,Male,Black,30,Small,5'10'' to 6'0'',Yes,No,Yes
FTN2022-0096,Unknown,15 feet to 18 feet,Male,Black,Unknown,Medium,5'7'' to 5'9'',No,No,Yes
FTN2022-0145,Unknown,4 feet to 6 feet,Male,Black,31,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2022-0101,Unknown,Unknown,Male ,Black ,17 ,Unknown,Unknown,No ,Yes ,Yes 
FTN2022-0101,Unknown,Unknown, Male, Black, 18,Unknown,Unknown, No, Yes, Yes
FTN2022-0125,Unknown,1 feet to 3 feet,Male,Black,19,Large,5'7'' to 5'9'',No,No,Yes
FTN2022-0130,Unknown,4 feet to 6 feet,Male,Black,30,Medium,5'4'' to 5'6'',No,No,No
FTN2022-0129,None detected,0 feet to 1 feet,Male,Black,48,Small,5'10'' to 6'0'',No,Yes,Yes
FTN2022-0132,Alchohol,0 feet to 1 feet,Male,White,50,Large,5'10'' to 6'0'',Yes,No,Yes
FTN2017-0573,None detected,4 feet to 6 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,No,Yes
FTN2023-0090,Unknown,0 feet to 1 feet,Male,Black,24,Small,5'7'' to 5'9'',No,No,Yes
FTN2022-0158,Alchohol,1 feet to 3 feet,Male,Black,51,Medium,5'10'' to 6'0'',No,No,Yes
FTN2022-0344,Unknown,0 feet to 1 feet,Male,Black,25,Medium,5'7'' to 5'9'',No,No,Yes
FTN2023-0516,None detected,4 feet to 6 feet,Male,Black,29,Medium,5'10'' to 6'0'',No,No,Yes
FTN2018-0059,Alchohol,1 feet to 3 feet,Male,Black,27,Large,5'10'' to 6'0'',No,No,Yes
FTN2023-0029,Alchohol and unknown drugs,1 feet to 3 feet,Male,Black,26,Large,6'1'' to 6'3'',Yes,Yes,Yes
FTN2016-0049,Unknown,1 feet to 3 feet,Male,Black,30,Large,6'1'' to 6'3'',No,No,Yes
FTN2020-0054,Unknown,0 feet to 1 feet,Male,Black,22,Large,5'10'' to 6'0'',No,No,Yes
FTN2018-0067,Unknown,4 feet to 6 feet,Male,Black,25,Medium,5'10'' to 6'0'',No,No,Yes
FTN2024-0055,Unknown Drugs,0 feet to 1 feet,Male,Black,47,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2018-0454,None detected,11 feet to 14 feet,Male,Black,32,Medium,5'7'' to 5'9'',No,No,Yes
FTN2020-0065,Unknown ,7 feet to 10 feet ,Male ,Black ,40 ,Small ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2020-0065, Unknown, 7 feet to 10 feet, Male, Black, 36, Small, 5'7'' to 5'9'', No, No, Yes
FTN2017-0374,Unknown,1 feet to 3 feet,Male,Black,23,Medium,< 5'0'',No,No,Yes
FTN2017-0074,None detected,1 feet to 3 feet,Male,Black,33,Medium,5'10'' to 6'0'',No,No,No
FTN2017-0078,Mentally unstable,4 feet to 6 feet,Male,White,32,Medium,Unknown,No,Yes,No
FTN2017-0082,Unknown Drugs,1 feet to 3 feet,Male,Black,29,Large,5'10'' to 6'0'',No,Yes,Yes
FTN2019-0340,Unknown,11 feet to 14 feet,Male,Black,27,Medium,5'10'' to 6'0'',No,No,Yes
FTN2017-0096,Unknown ,1 feet to 3 feet ,Male ,Black ,40 ,Unknown,Unknown,No ,No ,No 
FTN2017-0096, Unknown , 1 feet to 3 feet , Male , Black , 45 ,Unknown,Unknown, No , No , No 
FTN2017-0096, Unknown, 1 feet to 3 feet, Female, White, 29,Unknown,Unknown, No, No, No
FTN2017-0117,Alchohol,11 feet to 14 feet,Male,White,46,Large,5'10'' to 6'0'',No,Yes,Yes
FTN2017-0627,Mentally unstable,0 feet to 1 feet,Male,Black,30,Medium,5'10'' to 6'0'',No,Yes,No
FTN2017-0159,Alchohol,0 feet to 1 feet,Male,Black,54,Large,5'4'' to 5'6'',No,No,Yes
FTN2017-0160,None detected,11 feet to 14 feet,Male,Black,33,Medium,6'1'' to 6'3'',No,No,No
FTN2017-0162,Unknown ,19 feet to 21 feet ,Male ,Black ,21 ,Medium ,Unknown,No ,No ,No 
FTN2017-0162, Unknown, 19 feet to 21 feet, Male, Black, 17, Medium,Unknown, No, No, No
FTN2017-0614,None detected,0 feet to 1 feet,Female,Black,29,Medium,5'4'' to 5'6'',No,No,Yes
FTN2018-0428,None detected,0 feet to 1 feet,Female,Black,33,Medium,5'0'' to 5'3'',No,No,Yes
FTN2020-0191,None detected,0 feet to 1 feet,Male,Black,37,Small,5'7'' to 5'9'',Yes,No,Yes
FTN2017-0540,Unknown,4 feet to 6 feet,Male,Black,24,Medium,6'1'' to 6'3'',Yes,No,Yes
FTN2017-0641,Alchohol,0 feet to 1 feet,Male,Black,38,Large,5'4'' to 5'6'',Yes,Yes,Yes
FTN2018-0002,Mentally unstable,0 feet to 1 feet,Male,Black,28,Medium,Unknown,No,Yes,No
FTN2018-0001,None detected,1 feet to 3 feet,Male,Black,51,Large,5'7'' to 5'9'',No,Yes,Yes
FTN2018-0011,Alchohol,1 feet to 3 feet,Male,Black,37,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2018-0016,Mentally unstable,1 feet to 3 feet,Male,White,41,Medium,Unknown,Yes,Yes,No
FTN2018-0423,Unknown,1 feet to 3 feet,Male,Black,27,Large,5'7'' to 5'9'',No,No,Yes
FTN2018-0027,Unknown,11 feet to 14 feet,Male,Black,0,Large,5'7'' to 5'9'',No,No,Yes
FTN2018-0033,Mentally unstable,15 feet to 18 feet,Male,Black,29,Large,5'10'' to 6'0'',No,No,Yes
FTN2018-0039,Mentally unstable,4 feet to 6 feet,Male,White,32,Medium,5'7'' to 5'9'',No,Yes,No
FTN2018-0040,Alchohol,0 feet to 1 feet,Male,Black,33,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0057,None detected,0 feet to 1 feet,Female,Black,20,Large,5'0'' to 5'3'',No,No,Yes
FTN2018-0066,None detected,0 feet to 1 feet,Male,Black,65,Medium,6'1'' to 6'3'',No,No,Yes
FTN2019-0055,None detected ,7 feet to 10 feet ,Male ,Black ,32 ,Medium ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2019-0055, None detected, 7 feet to 10 feet, Male, Black, 36, Medium, 5'10'' to 6'0'', No, No, Yes
FTN2020-0199,Mentally unstable ,1 feet to 3 feet ,Male ,Black ,25 ,Unknown,Unknown,No ,No ,Yes 
FTN2020-0199, Mentally unstable , 1 feet to 3 feet , Male , Black , 16 ,Unknown,Unknown, No , No , Yes 
FTN2020-0199, Mentally unstable , 1 feet to 3 feet , Male , Black , 15 ,Unknown,Unknown, No , No , Yes 
FTN2020-0199, Mentally unstable, 1 feet to 3 feet, Male, Black, 17,Unknown,Unknown, No, No, Yes
FTN2018-0073,Unknown,1 feet to 3 feet,Male,Black,25,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0075,Alchohol and unknown drugs,0 feet to 1 feet,Male,Black,55,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2018-0076,Mentally unstable,0 feet to 1 feet,Male,Black,10,Medium,< 5'0'',No,Yes,No
FTN2018-0109,Unknown Drugs ,11 feet to 14 feet ,Male ,Black ,20 ,Large ,6'1'' to 6'3'' ,No ,No ,Yes 
FTN2018-0109, Unknown Drugs , 11 feet to 14 feet , Male , Black , 16 , Large , 6'1'' to 6'3'' , No , No , Yes 
FTN2018-0109, Unknown Drugs, 11 feet to 14 feet, Male, Black, 16, Large, 6'1'' to 6'3'', No, No, Yes
FTN2018-0078,Mentally unstable,0 feet to 1 feet,Male,Black,32,Large,5'4'' to 5'6'',No,Yes,No
FTN2019-0328,Unknown ,22 feet to 25 feet ,Male ,Black ,18 ,Medium ,5'7'' to 5'9'' ,Yes ,Yes ,Yes 
FTN2019-0328, Unknown, 22 feet to 25 feet, Male, Black, 21, Medium, 5'7'' to 5'9'', Yes, Yes, Yes
FTN2020-0382,Unknown,0 feet to 1 feet,Female,Hispanic,25,Small,5'0'' to 5'3'',No,No,Yes
FTN2018-0097,None detected,1 feet to 3 feet,Male,Black,34,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2018-0099,None detected,11 feet to 14 feet,Male,Black,31,Medium,< 5'0'',No,No,Yes
FTN2018-0101,Alchohol,0 feet to 1 feet,Male,Black,27,Medium,> 6'3'',No,No,Yes
FTN2020-0268,None detected,1 feet to 3 feet,Male,Asian,42,Small,5'7'' to 5'9'',No,No,Yes
FTN2021-0044,None detected,0 feet to 1 feet,Male,Black,37,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2021-0046,Unknown ,0 feet to 1 feet ,Male ,Black ,31 ,Medium ,5'10'' to 6'0'' ,Yes ,Yes ,Yes 
FTN2021-0046, Unknown, 0 feet to 1 feet, Male, Black, 22, Medium, 5'10'' to 6'0'', Yes, Yes, Yes
FTN2021-0053,Mentally unstable,7 feet to 10 feet,Male,Black,36,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2021-0057,Alchohol,0 feet to 1 feet,Male,White,44,Large,5'10'' to 6'0'',Yes,Yes,Yes
FTN2021-0058,None detected,1 feet to 3 feet,Male,Black,27,Medium,5'4'' to 5'6'',No,No,Yes
FTN2021-0060,Unknown,Unknown,Male,Black,25,Unknown,Unknown,Yes,Yes,Yes
FTN2021-0064,Alchohol,0 feet to 1 feet,Male,White,20,Medium,5'10'' to 6'0'',Yes,Yes,No
FTN2021-0067,Alchohol,1 feet to 3 feet,Male,Black,35,Medium,5'7'' to 5'9'',No,No,Yes
FTN2021-0071,Unknown,22 feet to 25 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,No,No
FTN2018-0443,None detected,22 feet to 25 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,No,Yes
FTN2021-0076,Unknown,0 feet to 1 feet,Male,Black,26,Small,6'1'' to 6'3'',Yes,No,Yes
FTN2021-0351,Unknown ,0 feet to 1 feet ,Male ,Black ,35 ,Medium ,5'10'' to 6'0'' ,No ,No ,No 
FTN2021-0351, Unknown, 0 feet to 1 feet, Male, Black, , Medium, 5'10'' to 6'0'', No, No, No
FTN2021-0089,Mentally unstable,0 feet to 1 feet,Male,Black,45,Small,5'7'' to 5'9'',No,Yes,No
FTN2021-0092,None detected,0 feet to 1 feet,Male,Black,63,Medium,> 6'3'',No,No,Yes
FTN2021-0097,Mentally unstable,0 feet to 1 feet,Female,Black,31,Medium,5'4'' to 5'6'',Yes,Yes,Yes
FTN2023-0246,None detected ,1 feet to 3 feet ,Male ,Black ,23 ,Large ,> 6'3'' ,No ,No ,Yes 
FTN2023-0246, None detected , 1 feet to 3 feet , Male , White , 26 , Large , > 6'3'' , No , No , Yes 
FTN2023-0246, None detected, 1 feet to 3 feet, Male, Black, 0, Large, > 6'3'', No, No, Yes
FTN2021-0098,Alchohol,0 feet to 1 feet,Female,Black,29,Medium,5'4'' to 5'6'',Yes,Yes,Yes
FTN2021-0107,Alchohol and unknown drugs,0 feet to 1 feet,Male,White,40,Large,5'7'' to 5'9'',No,Yes,Yes
FTN2021-0108,None detected,19 feet to 21 feet,Male,Black,19,Small,5'7'' to 5'9'',No,No,Yes
FTN2019-0035,Mentally unstable,0 feet to 1 feet,Male,Black,31,Medium,5'10'' to 6'0'',Yes,No,Yes
FTN2019-0179,Alchohol,7 feet to 10 feet,Male,Black,41,XLarge,6'1'' to 6'3'',No,Yes,Yes
FTN2021-0113,Mentally unstable,0 feet to 1 feet,Male,Black,25,Medium,Unknown,Yes,Yes,No
FTN2021-0114,Mentally unstable,0 feet to 1 feet,Male,White,23,Medium,5'10'' to 6'0'',Yes,Yes,No
FTN2021-0117,None detected,1 feet to 3 feet,Male,Black,31,Medium,5'10'' to 6'0'',No,No,No
FTN2021-0118,None detected,19 feet to 21 feet,Male,Black,14,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2021-0120,Unknown Drugs ,11 feet to 14 feet ,Male ,White ,40 ,Medium ,6'1'' to 6'3'' ,No ,No ,Yes 
FTN2021-0120, Unknown Drugs, 11 feet to 14 feet, Female, Hispanic, 40, Medium, 6'1'' to 6'3'', No, No, Yes
FTN2021-0123,Mentally unstable,1 feet to 3 feet,Male,Black,53,Medium,5'10'' to 6'0'',No,Yes,No
FTN2021-0126,Mentally unstable,0 feet to 1 feet,Male,Black,31,Medium,5'7'' to 5'9'',No,Yes,No
FTN2021-0129,Unknown ,0 feet to 1 feet ,Male ,Black ,34 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2021-0129, Unknown, 0 feet to 1 feet, Male, Black, 38, Medium, 5'7'' to 5'9'', No, No, Yes
FTN2021-0130,None detected,0 feet to 1 feet,Male,Black,21,Medium,5'10'' to 6'0'',Yes,No,Yes
FTN2021-0136,Mentally unstable,0 feet to 1 feet,Female,Black,35,Small,5'4'' to 5'6'',Yes,Yes,No
FTN2021-0149,Mentally unstable,0 feet to 1 feet,Male,White,28,Small,5'10'' to 6'0'',Yes,Yes,No
FTN2021-0154,Mentally unstable,0 feet to 1 feet,Male,Black,24,Medium,5'4'' to 5'6'',No,Yes,No
FTN2021-0159,None detected,7 feet to 10 feet,Male,Black,Unknown,Large,Unknown,Yes,Yes,Yes
FTN2021-0164,Unknown Drugs,1 feet to 3 feet,Male,Black,Unknown,Medium,6'1'' to 6'3'',No,Yes,No
FTN2021-0165,Unknown,1 feet to 3 feet,Male,White,49,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2021-0167,Unknown ,22 feet to 25 feet ,Male ,Black ,32 ,Medium ,5'10'' to 6'0'' ,Yes ,No ,Yes 
FTN2021-0167, Unknown, 22 feet to 25 feet, Male, Black, 25, Medium, 5'10'' to 6'0'', Yes, No, Yes
FTN2022-0033,Unknown,Unknown,Male,Black,20,Medium,Unknown,No,No,Yes
FTN2021-0173,Unknown,11 feet to 14 feet,Male,Black,19,Small,6'1'' to 6'3'',No,No,Yes
FTN2021-0174,None detected,0 feet to 1 feet,Male,Black,15,Small,5'4'' to 5'6'',No,No,Yes
FTN2021-0182,Alchohol and unknown drugs,0 feet to 1 feet,Female,Black,31,Medium,5'0'' to 5'3'',No,Yes,Yes
FTN2024-0008,Unknown,1 feet to 3 feet,Male,Black,53,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2024-0137,Unknown,*Direct Contact,Female,Black,20,Medium,5'4'' to 5'6'',No,No,Yes
FTN2018-0063,None detected,4 feet to 6 feet,Male,Black,30,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0438,None detected,0 feet to 1 feet,Male,Black,44,Large,5'10'' to 6'0'',No,No,Yes
FTN2018-0043,None detected,4 feet to 6 feet,Male,Black,42,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0432,Unknown,22 feet to 25 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0346,None detected ,4 feet to 6 feet ,Male ,Black ,21 ,Medium ,5'10'' to 6'0'' ,Yes ,Yes ,Yes 
FTN2017-0346, None detected, 4 feet to 6 feet, Male, Black, 23, Medium, 5'10'' to 6'0'', Yes, Yes, Yes
FTN2018-0394,Unknown,0 feet to 1 feet,Female,Black,20,Small,> 6'3'',Yes,No,Yes
FTN2020-0158,Alchohol,4 feet to 6 feet,Male,White,51,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2022-0316,Mentally unstable,7 feet to 10 feet,Male,Black,19,Small,5'10'' to 6'0'',No,Yes,Yes
FTN2019-0143,Unknown,4 feet to 6 feet,Male,Black,22,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2019-0061,Unknown,0 feet to 1 feet,Male,Black,39,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2018-0150,Unknown,11 feet to 14 feet,Male,Black,26,Medium,5'7'' to 5'9'',No,No,Yes
FTN2023-0496,Unknown,0 feet to 1 feet,Female,Black,39,Small,5'4'' to 5'6'',No,No,Yes
FTN2017-0419,Unknown,15 feet to 18 feet,Female,Black,Unknown,Small,6'1'' to 6'3'',No,No,No
FTN2020-0323,Unknown,0 feet to 1 feet,Male,Black,33,Medium,5'4'' to 5'6'',Yes,Yes,Yes
FTN2018-0168,Mentally unstable,1 feet to 3 feet,Male,Black,30,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2021-0008,Unknown,1 feet to 3 feet,Male,Black,45,Medium,5'7'' to 5'9'',No,No,Yes
FTN2020-0107,Unknown,4 feet to 6 feet,Male,Black,43,Unknown,Unknown,No,No,No
FTN2017-0137,None detected,4 feet to 6 feet,Female,Black,14,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2022-0066,Unknown,4 feet to 6 feet,Male,Black,24,Large,5'10'' to 6'0'',No,No,No
FTN2016-0109,Alchohol,1 feet to 3 feet,Male,Black,32,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0352,None detected,1 feet to 3 feet,Male,Black,18,Medium,6'1'' to 6'3'',Yes,Yes,No
FTN2021-0322,None detected,1 feet to 3 feet,Male,Black,23,Small,5'7'' to 5'9'',No,No,Yes
FTN2016-0284,Unknown,0 feet to 1 feet,Male,Black,52,Large,5'7'' to 5'9'',No,Yes,Yes
FTN2019-0203,Alchohol,0 feet to 1 feet,Male,Unknown,Unknown,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2022-0489,None detected,0 feet to 1 feet,Male,Black,17,Medium,6'1'' to 6'3'',No,No,Yes
FTN2024-0203,Unknown ,11 feet to 14 feet ,Male ,Black ,23 ,Medium ,5'7'' to 5'9'' ,Yes ,Yes ,No 
FTN2024-0203, Unknown, 11 feet to 14 feet, Female, Black, 26, Medium, 5'7'' to 5'9'', Yes, Yes, No
FTN2017-0449,Unknown,0 feet to 1 feet,Male,Black,19,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2017-0173,Unknown ,7 feet to 10 feet ,Male ,White ,34 ,Medium ,5'10'' to 6'0'' ,No ,No ,No 
FTN2017-0173, Unknown , 7 feet to 10 feet , Male , White , 31 , Medium , 5'10'' to 6'0'' , No , No , No 
FTN2017-0173, Unknown, 7 feet to 10 feet, Male, White, 31, Medium, 5'10'' to 6'0'', No, No, No
FTN2021-0247,None detected ,7 feet to 10 feet ,Male ,Black ,18 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2021-0247, None detected , 7 feet to 10 feet , Male , Black , 17 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2021-0247, None detected, 7 feet to 10 feet, Male, Black, 20, Medium, 5'7'' to 5'9'', No, No, Yes
FTN2024-0074,Unknown,0 feet to 1 feet,Male,Black,18,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2017-0201,Mentally unstable,0 feet to 1 feet,Female,Black,19,Small,5'7'' to 5'9'',No,Yes,No
FTN2021-0202,Unknown,11 feet to 14 feet,Male,Black,35,Medium,5'10'' to 6'0'',No,No,Yes
FTN2017-0210,None detected ,1 feet to 3 feet ,Female ,Black ,23 ,Medium ,5'0'' to 5'3'' ,No ,No ,Yes 
FTN2017-0210, None detected, 1 feet to 3 feet, Female, Black, 46, Medium, 5'0'' to 5'3'', No, No, Yes
FTN2017-0218,Mentally unstable,1 feet to 3 feet,Male,Black,24,Small,5'10'' to 6'0'',Yes,Yes,No
FTN2017-0231,Unknown,1 feet to 3 feet,Male,Black,Unknown,Small,5'7'' to 5'9'',Yes,Yes,Yes
FTN2024-0174,None detected ,11 feet to 14 feet ,Male ,Black , ,Medium ,5'7'' to 5'9'' ,No ,Yes ,Yes 
FTN2024-0174, None detected, 11 feet to 14 feet, Male, Black, 19, Medium, 5'7'' to 5'9'', No, Yes, Yes
FTN2020-0207,Mentally unstable,0 feet to 1 feet,Male,Black,57,Large,6'1'' to 6'3'',No,Yes,No
FTN2017-0246,Unknown,7 feet to 10 feet,Male,Black,41,Medium,6'1'' to 6'3'',No,No,Yes
FTN2017-0257,Unknown,4 feet to 6 feet,Male,Black,36,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0092,Unknown,0 feet to 1 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0269,Alchohol,0 feet to 1 feet,Male,Black,25,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2018-0469,Unknown,4 feet to 6 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,No,Yes
FTN2017-0331,Unknown,0 feet to 1 feet,Male,Black,26,Small,5'7'' to 5'9'',No,No,Yes
FTN2017-0292,None detected,7 feet to 10 feet,Male,Black,15,Medium,Unknown,No,Yes,Yes
FTN2017-0294,Unknown,0 feet to 1 feet,Male,Black,30,Small,5'7'' to 5'9'',Yes,Yes,Yes
FTN2021-0072,Unknown ,0 feet to 1 feet ,Male ,Black ,17 ,Medium ,5'10'' to 6'0'' ,Yes ,No ,Yes 
FTN2021-0072, Unknown , 0 feet to 1 feet , Male , Black , 16 , Medium , 5'10'' to 6'0'' , Yes , No , Yes 
FTN2021-0072, Unknown , 0 feet to 1 feet , Male , Black , 16 , Medium , 5'10'' to 6'0'' , Yes , No , Yes 
FTN2021-0072, Unknown, 0 feet to 1 feet, Male, Black, 17, Medium, 5'10'' to 6'0'', Yes, No, Yes
FTN2017-0307,None detected,0 feet to 1 feet,Male,Black,29,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0500,None detected,1 feet to 3 feet,Male,Black,46,Medium,5'0'' to 5'3'',No,No,No
FTN2018-0118,Unknown,4 feet to 6 feet,Male,Black,33,Small,5'4'' to 5'6'',No,No,Yes
FTN2017-0523,Unknown,4 feet to 6 feet,Male,Black,31,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0102,None detected,7 feet to 10 feet,Male,Black,16,Small,5'0'' to 5'3'',No,No,Yes
FTN2018-0179,None detected,0 feet to 1 feet,Male,White,23,Small,5'4'' to 5'6'',No,No,Yes
FTN2018-0112,Mentally unstable,1 feet to 3 feet,Female,Black,19,Small,5'0'' to 5'3'',No,Yes,No
FTN2018-0121,None detected,1 feet to 3 feet,Male,Black,26,Small,5'4'' to 5'6'',Yes,Yes,No
FTN2018-0145,None detected,0 feet to 1 feet,Female,White,77,Small,5'0'' to 5'3'',Yes,No,No
FTN2018-0148,Alchohol,1 feet to 3 feet,Male,Hispanic,31,Medium,5'0'' to 5'3'',No,No,No
FTN2018-0153,None detected,4 feet to 6 feet,Female,Black,32,Medium,< 5'0'',No,No,Yes
FTN2018-0164,Mentally unstable,0 feet to 1 feet,Male,Black,35,Medium,5'10'' to 6'0'',No,Yes,No
FTN2018-0167,Mentally unstable,0 feet to 1 feet,Male,Black,33,Medium,5'7'' to 5'9'',No,Yes,No
FTN2023-0164,Unknown ,1 feet to 3 feet ,Male , , ,Large ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2023-0164, Unknown, 1 feet to 3 feet, Male, Black, 19, Large, 5'10'' to 6'0'', No, No, Yes
FTN2017-0496,Alchohol and unknown drugs,1 feet to 3 feet,Male,Black,28,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0550,Unknown ,7 feet to 10 feet ,Male ,Black ,27 ,Medium ,5'0'' to 5'3'' ,No ,No ,Yes 
FTN2017-0550, Unknown , 7 feet to 10 feet , Male , Black , 24 , Medium , 5'0'' to 5'3'' , No , No , Yes 
FTN2017-0550, Unknown, 7 feet to 10 feet, Male, Black, 27, Medium, 5'0'' to 5'3'', No, No, Yes
FTN2020-0177,Unknown,0 feet to 1 feet,Male,Black,29,Small,5'7'' to 5'9'',No,No,Yes
FTN2018-0244,Mentally unstable,0 feet to 1 feet,Male,Black,24,Medium,5'4'' to 5'6'',No,Yes,No
FTN2019-0222,Mentally unstable,1 feet to 3 feet,Male,Black,25,XLarge,5'7'' to 5'9'',No,Yes,No
FTN2019-0257,Unknown Drugs,0 feet to 1 feet,Male,Black,16,Medium,5'10'' to 6'0'',Yes,Yes,No
FTN2019-0258,Unknown Drugs,0 feet to 1 feet,Male,Black,23,Medium,5'10'' to 6'0'',No,Yes,No
FTN2019-0261,None detected,0 feet to 1 feet,Male,Black,19,Small,5'7'' to 5'9'',Yes,No,Yes
FTN2019-0263,Unknown,0 feet to 1 feet,Male,Black,27,Medium,5'7'' to 5'9'',No,No,Yes
FTN2019-0276,Alchohol,0 feet to 1 feet,Female,White,38,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0072,Unknown Drugs,0 feet to 1 feet,Female,Black,34,XLarge,5'4'' to 5'6'',Yes,No,Yes
FTN2019-0289,Alchohol and unknown drugs,0 feet to 1 feet,Male,Black,0,Medium,> 6'3'',No,Yes,No
FTN2019-0297,Unknown ,1 feet to 3 feet ,Male ,Black ,13 ,Large ,5'0'' to 5'3'' ,No ,No ,Yes 
FTN2019-0297, Unknown , 1 feet to 3 feet , Male , Black , 14 , Large , 5'0'' to 5'3'' , No , No , Yes 
