PIB File Number,Use of Force Type,Use of Force Level,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Officer Injured
FTN2016-0320,Firearm (Exhibited),L1,Yes,Black,Male,47,15,No
FTN2019-0125,Takedown (no injury),L1,Yes,White,Male,48,15,No
FTN2018-0245,Hands,L1,Yes,Black,Female,48,15,Yes
FTN2021-0171,Firearm (Exhibited),L1,No,White,Male,48,15,No
FTN2017-0417,CEW Exhibited/Laser,L1,Yes,Black,Male,48,15,No
FTN2017-0566,Force (Take Down),L2,Yes,Black,Male,48,15,No
FTN2017-0572,Firearm (Exhibited),L1,Yes,Black,Male,48,15,No
FTN2017-0109,CEW Exhibited/Laser,L1,No,Black,Male,48,15,Yes
FTN2017-0109,Hands,L1,Yes,Black,Male,48,15,Yes
FTN2017-0109,Force (Take Down),L2,Yes,Black,Male,48,15,Yes
FTN2019-0040,Firearm (Exhibited),L1,Yes,White,Male,49,15,No
FTN2019-0140,Hands,L1,Yes,White,Male,49,15,No
FTN2019-0164,Firearm (Exhibited),L1,Yes,White,Male,49,15,No
FTN2022-0045,Firearm (Exhibited),L1,Yes,White,Male,49,15,No
FTN2020-0088,Hands,L1,Yes,White,Male,49,15,No
FTN2022-0063,CEW Deployment,L2,Yes,White,Male,49,15,No
FTN2019-0161,Takedown (no injury),L1,Yes,White,Male,50,15,No
FTN2022-0054,Hands (with injury),L2,Yes,White,Male,51,15,No
FTN2016-0199,Firearm (Discharged),L4,Yes,Black,Male,51,15,No
FTN2016-0598,Firearm (Exhibited),L1,Yes,Black,Male,51,15,No
FTN2023-0506,Firearm (Exhibited),L1,Yes,Black,Female,52,15,No
FTN2021-0032,Hands,L1,Yes,White,Male,52,15,Yes
FTN2021-0256,CEW Deployment,L2,Yes,Black,Female,52,15,No
FTN2017-0550,Firearm (Exhibited),L1,Yes,Black,Male,52,15,No
FTN2023-0520,Hands,L1,Yes,White,Male,52,15,No
FTN2021-0383,Hands,L1,Yes,Black,Female,52,15,No
FTN2022-0352,Hands,L1,No,White,Male,52,15,Yes
FTN2022-0352,CEW Deployment,L2,No,White,Male,52,15,Yes
FTN2022-0352,Head Strike (No Wep),L3,No,White,Male,52,15,Yes
FTN2023-0357,Takedown (no injury),L1,Yes,White,Male,52,15,No
FTN2017-0276,Firearm (Exhibited),L1,Yes,Black,Male,52,15,No
FTN2022-0186,CEW Deployment,L2,Yes,Black,Female,53,15,No
FTN2024-0001,Firearm (Exhibited),L1,Yes,White,Male,54,15,No
FTN2023-0428,CEW Deployment,L2,Yes,Black,Female,54,15,No
FTN2023-0205,Takedown (no injury),L1,Yes,Black,Male,54,15,No
FTN2023-0205,Takedown (w/injury),L2,Yes,White,Male,54,15,No
FTN2016-0592,CEW Exhibited/Laser,L1,Yes,Black,Male,57,15,No
FTN2016-0652,Hands,L1,No,Black,Male,57,15,No
FTN2020-0336,Hands,L1,Yes,Black,Male,61,15,No
FTN2016-0386,Hands,L1,Yes,Black,Male,61,15,No
FTN2016-0110,Force (Take Down),L2,Yes,White,Male,61,15,No
FTN2021-0079,Takedown (no injury),L1,Yes,Black,Male,62,15,No
FTN2021-0314,Takedown (no injury),L1,No,Black,Male,62,15,No
FTN2021-0357,Hands,L1,No,Black,Male,62,15,No
FTN2021-0357,Hands,L1,Yes,Black,Male,62,15,No
FTN2021-0357,Takedown (no injury),L1,Yes,Black,Male,62,15,No
FTN2021-0357,Force (Neck Holds),L4,No,Black,Male,62,15,No
FTN2021-0302,Head Strike (No Wep),L3,Yes,Black,Male,62,15,No
FTN2023-0107,Takedown (no injury),L1,Yes,Black,Male,64,15,No
FTN2023-0444,Takedown (no injury),L1,Yes,Black,Male,64,15,No
FTN2023-0444,Handcuffed Subject,L4,No,Black,Male,64,15,No
FTN2017-0333,Hands,L1,Yes,Black,Male,30,16,No
FTN2016-0340,Firearm (Exhibited),L1,Yes,Black,Male,30,16,No
FTN2016-0355,Firearm (Exhibited),L1,Yes,Black,Male,30,16,No
FTN2018-0304,CEW Deployment,L2,Yes,Black,Male,31,16,No
FTN2018-0026,Hands,L1,No,Black,Male,31,16,No
FTN2018-0026,CEW Deployment,L2,No,Black,Male,31,16,No
FTN2018-0026,Force (Take Down),L2,No,Black,Male,31,16,No
FTN2016-0003,Force (Take Down),L2,Yes,White,Male,31,16,No
FTN2019-0133,CEW Deployment,L4,Yes,Black,Male,32,16,No
FTN2018-0127,Hands,L1,Yes,Black,Female,32,16,No
FTN2016-0109,Firearm (Exhibited),L1,Yes,Black,Male,32,16,No
FTN2017-0529,Hands,L1,Yes,Black,Male,32,16,No
FTN2016-0501,Force (Take Down),L2,Yes,Black,Male,32,16,No
FTN2016-0501,Head Strike (No Wep),L3,Yes,Black,Male,32,16,No
FTN2016-0586,Force (Take Down),L2,Yes,Black,Male,32,16,No
FTN2016-0101,Firearm (Exhibited),L1,Yes,Black,Male,32,16,No
FTN2016-0237,Firearm (Exhibited),L1,Yes,Black,Male,32,16,No
FTN2016-0192,Firearm (Exhibited),L1,Yes,Black,Male,32,16,No
FTN2016-0599,Hands,L1,Yes,White,Male,32,16,No
FTN2016-0016,Hands,L1,Yes,Black,Male,32,16,No
FTN2016-0152,Firearm (Exhibited),L1,Yes,Black,Male,32,16,No
FTN2016-0560,Force (Take Down),L2,Yes,White,Male,32,16,Yes
FTN2016-0648,Hands,L1,Yes,White,Male,32,16,No
FTN2019-0106,Hands,L1,Yes,Black,Female,33,16,No
FTN2017-0503,Firearm (Exhibited),L1,Yes,White,Male,33,16,No
FTN2019-0238,Hands,L1,No,Black,Female,33,16,No
FTN2017-0626,Hands,L1,Yes,Black,Male,33,16,No
FTN2017-0293,CEW Exhibited/Laser,L1,No,Black,Male,33,16,No
FTN2017-0293,Hands,L1,Yes,Black,Male,33,16,No
FTN2017-0419,Firearm (Exhibited),L1,No,Black,Male,33,16,No
FTN2017-0137,Firearm (Exhibited),L1,Yes,Black,Male,33,16,No
FTN2017-0137,Force (Escort Tech),L1,Yes,Black,Male,33,16,No
FTN2017-0270,Hands,L1,Yes,White,Male,33,16,No
FTN2018-0272,Firearm (Exhibited),L1,Yes,Black,Male,33,16,No
FTN2017-0582,Firearm (Exhibited),L1,Yes,Black,Male,33,16,No
FTN2016-0125,CEW Exhibited/Laser,L1,Yes,Black,Male,33,16,No
FTN2017-0077,Force (Take Down),L2,Yes,White,Male,33,16,No
FTN2016-0468,Firearm (Exhibited),L1,Yes,Black,Male,33,16,No
FTN2017-0058,Hands,L1,Yes,White,Male,33,16,No
FTN2017-0103,Hands,L1,Yes,Black,Male,34,16,No
FTN2017-0470,Firearm (Exhibited),L1,Yes,Black,Male,34,16,No
FTN2017-0470,Hands,L1,Yes,Black,Male,34,16,No
FTN2017-0381,Firearm (Exhibited),L1,No,Black,Male,34,16,No
FTN2017-0356,Firearm (Exhibited),L1,Yes,White,Male,34,16,No
FTN2016-0425,Firearm (Exhibited),L1,Yes,Black,Male,34,16,No
FTN2019-0161,Takedown (no injury),L1,Yes,White,Male,34,16,No
FTN2018-0074,Hands,L1,Yes,Black,Male,34,16,No
FTN2018-0307,Hands,L1,Yes,Black,Male,34,16,No
FTN2018-0307,Takedown (no injury),L1,Yes,Black,Male,34,16,No
FTN2018-0310,Hands,L1,Yes,Black,Male,34,16,Yes
FTN2016-0628,Firearm (Exhibited),L1,Yes,Black,Female,34,16,No
FTN2017-0343,Force (Take Down),L2,Yes,Black,Male,34,16,No
FTN2016-0315,Hands,L1,Yes,Black,Male,34,16,No
FTN2016-0148,Hands,L1,Yes,Black,Male,34,16,No
FTN2016-0023,Firearm (Exhibited),L1,No,Black,Male,34,16,No
FTN2016-0023,Hands,L1,Yes,Black,Male,34,16,No
FTN2020-0045,Takedown (no injury),L1,Yes,White,Male,35,16,No
FTN2018-0200,Firearm (Exhibited),L1,Yes,Black,Male,35,16,No
FTN2018-0363,Takedown (no injury),L1,Yes,White,Male,35,16,No
FTN2020-0025,Hands,L1,No,White,Male,35,16,No
FTN2018-0293,Firearm (Exhibited),L1,No,White,Male,35,16,Yes
FTN2018-0293,CEW Deployment,L2,No,White,Male,35,16,Yes
FTN2018-0293,Force (Defense Tech),L2,No,White,Male,35,16,Yes
FTN2018-0293,Force (Defense Tech),L2,Yes,White,Male,35,16,Yes
FTN2018-0394,Force (Take Down),L2,Yes,White,Male,35,16,No
FTN2019-0143,Force (Take Down),L2,Yes,White,Male,35,16,No
FTN2019-0067,Firearm (Exhibited),L1,Yes,Black,Male,35,16,No
FTN2021-0037,Firearm (Exhibited),L1,Yes,Black,Male,35,16,No
FTN2019-0248,Firearm (Exhibited),L1,Yes,Black,Male,35,16,No
FTN2019-0248,Rifle (Pointed),L1,Yes,Black,Male,35,16,No
FTN2019-0245,Firearm (Exhibited),L1,Yes,Black,Male,35,16,No
FTN2018-0290,Force (Take Down),L2,Yes,Black,Male,35,16,Yes
FTN2018-0234,Firearm (Exhibited),L1,Yes,Black,Male,35,16,No
FTN2019-0089,CEW Deployment,L2,No,White,Male,36,16,No
FTN2019-0102,Takedown (w/injury),L2,Yes,White,Male,36,16,Yes
FTN2018-0462,Takedown (no injury),L1,Yes,Black,Male,36,16,No
FTN2019-0058,Firearm (Exhibited),L1,No,Black,Male,36,16,No
FTN2019-0035,Takedown (w/injury),L2,Yes,White,Male,36,16,No
FTN2019-0179,CEW Deployment,L2,Yes,White,Male,36,16,No
FTN2019-0222,CEW Deployment,L2,No,Black,Male,36,16,No
FTN2018-0286,Force (Escort Tech),L1,Yes,Black,Female,36,16,No
FTN2019-0369,Takedown (w/injury),L2,Yes,White,Male,36,16,No
FTN2018-0399,Firearm (Exhibited),L1,Yes,Black,Male,36,16,No
FTN2018-0399,Takedown (w/injury),L2,No,Black,Male,36,16,No
FTN2023-0322,Hands,L1,Yes,Black,Male,36,16,No
FTN2023-0322,Takedown (no injury),L1,Yes,Black,Male,36,16,No
FTN2016-0488,Firearm (Exhibited),L1,Yes,Black,Female,36,16,No
FTN2016-0419,CEW Exhibited/Laser,L1,Yes,Black,Female,36,16,No
FTN2016-0404,CEW Exhibited/Laser,L1,Yes,Black,Female,36,16,Yes
FTN2016-0406,Canine (No Bite),L1,Yes,White,Male,36,16,No
FTN2016-0208,Canine (No Bite),L1,Yes,White,Male,36,16,No
FTN2016-0608,Canine (No Bite),L2,Yes,White,Male,36,16,No
FTN2016-0206,Canine (No Bite),L1,Yes,White,Male,36,16,No
FTN2016-0597,Firearm (Exhibited),L1,Yes,White,Male,36,16,No
FTN2016-0273,Canine (No Bite),L1,Yes,White,Male,36,16,No
FTN2020-0197,Firearm (Exhibited),L1,Yes,White,Male,37,16,No
FTN2020-0364,Takedown (w/injury),L2,Yes,White,Male,37,16,No
FTN2020-0202,Firearm (Exhibited),L1,Yes,Black,Male,37,16,No
FTN2020-0015,CEW Deployment,L2,Yes,White,Male,37,16,No
FTN2020-0022,Firearm (Exhibited),L1,Yes,White,Male,37,16,No
FTN2020-0070,Takedown (no injury),L1,Yes,Black,Male,37,16,No
FTN2017-0208,CEW Exhibited/Laser,L1,Yes,Black,Female,37,16,No
FTN2022-0036,Firearm (Exhibited),L1,Yes,White,Male,37,16,No
FTN2022-0036,Hands,L1,Yes,White,Male,37,16,No
FTN2021-0139,Hands,L1,Yes,Black,Male,37,16,No
FTN2017-0536,Firearm (Exhibited),L1,Yes,White,Male,37,16,No
FTN2017-0328,CEW Exhibited/Laser,L1,Yes,Black,Female,37,16,No
FTN2017-0536,Canine (No Bite),L2,Yes,White,Male,37,16,No
FTN2017-0469,Canine (No Bite),L2,Yes,White,Male,37,16,No
FTN2023-0399,Gas Dispersant,L2,Yes,Black,Male,37,16,No
FTN2022-0014,Vehicle,L4,Yes,White,Male,37,16,No
FTN2016-0017,Force (Take Down),L2,Yes,Black,Male,37,16,No
FTN2016-0443,CEW Exhibited/Laser,L1,Yes,White,Male,37,16,Yes
FTN2019-0169,Firearm (Exhibited),L1,Yes,Black,Male,37,16,No
FTN2017-0289,Canine (No Bite),L2,Yes,White,Male,37,16,No
FTN2017-0345,Firearm (Exhibited),L1,Yes,White,Male,37,16,No
FTN2017-0103,Hands,L1,Yes,Black,Male,38,16,No
FTN2021-0276,Firearm (Exhibited),L1,Yes,White,Male,38,16,No
FTN2021-0014,Takedown (no injury),L1,Yes,White,Male,38,16,Yes
FTN2020-0029,Firearm (Exhibited),L1,Yes,Black,Female,38,16,No
FTN2021-0194,Firearm (Exhibited),L1,Yes,Black,Male,38,16,No
FTN2020-0062,Head Strike (No Wep),L3,Yes,Black,Male,38,16,Yes
FTN2020-0108,Hands,L1,Yes,Black,Male,38,16,No
FTN2018-0323,Canine (No Bite),L2,Yes,White,Male,38,16,No
FTN2018-0386,Canine (No Bite),L2,Yes,White,Male,38,16,No
FTN2021-0114,Takedown (w/injury),L2,Yes,Black,Male,38,16,No
FTN2021-0301,Hands,L1,No,White,Male,38,16,No
FTN2021-0301,Hands,L1,Yes,White,Male,38,16,No
FTN2021-0301,Takedown (w/injury),L2,Yes,White,Male,38,16,No
FTN2021-0309,Force (Escort Tech),L1,Yes,Black,Male,38,16,Yes
FTN2021-0309,Hands,L1,No,Black,Male,38,16,Yes
FTN2022-0022,Takedown (no injury),L1,Yes,Black,Male,38,16,No
FTN2021-0054,Takedown (no injury),L1,Yes,Black,Male,38,16,No
FTN2021-0001,Hands,L1,Yes,Black,Male,38,16,No
FTN2021-0185,Hands,L1,Yes,Black,Male,38,16,No
FTN2022-0072,Hands,L1,Yes,Black,Male,38,16,No
FTN2018-0008,Canine (No Bite),L2,Yes,White,Male,38,16,No
FTN2016-0375,Firearm (Exhibited),L1,No,Black,Male,38,16,No
FTN2023-0464,Firearm (Exhibited),L1,Yes,White,Male,38,16,No
FTN2016-0361,Firearm (Exhibited),L1,Yes,Black,Male,38,16,No
FTN2017-0283,Force (Take Down),L2,Yes,White,Female,38,16,No
FTN2018-0433,Canine (No Bite),L2,Yes,White,Male,38,16,No
FTN2016-0266,Force (Take Down),L2,Yes,Black,Male,38,16,No
FTN2016-0416,Hands,L1,Yes,White,Male,38,16,No
FTN2023-0516,Firearm (Exhibited),L1,No,Black,Male,39,16,No
FTN2021-0046,Hands,L1,Yes,Black,Male,39,16,No
FTN2019-0270,Firearm (Exhibited),L1,Yes,White,Male,39,16,No
FTN2022-0100,Hands,L1,No,Black,Male,39,16,No
FTN2017-0108,Firearm (Exhibited),L1,Yes,White,Male,39,16,No
FTN2019-0248,Firearm (Exhibited),L1,Yes,White,Male,39,16,No
FTN2017-0068,Hands,L1,Yes,White,Male,39,16,No
FTN2017-0068,Force (Take Down),L2,Yes,White,Male,39,16,No
FTN2017-0439,Hands,L1,Yes,White,Male,39,16,Yes
FTN2021-0011,Firearm (Exhibited),L1,Yes,Black,Male,39,16,No
FTN2023-0493,CEW Deployment,L2,Yes,Black,Male,39,16,No
FTN2023-0521,Firearm (Exhibited),L1,Yes,Black,Male,39,16,No
FTN2022-0352,Takedown (no injury),L1,Yes,White,Male,39,16,No
FTN2022-0352,Head Strike (No Wep),L3,No,White,Male,39,16,No
FTN2023-0032,Firearm (Exhibited),L1,Yes,Black,Male,39,16,No
FTN2022-0358,Firearm (Exhibited),L1,Yes,White,Male,39,16,No
FTN2022-0432,Firearm (Exhibited),L1,Yes,Black,Male,39,16,No
FTN2016-0220,Hands,L1,Yes,White,Male,39,16,No
FTN2023-0370,Takedown (no injury),L1,Yes,Black,Male,39,16,No
FTN2022-0410,Takedown (no injury),L1,Yes,White,Male,39,16,No
FTN2023-0338,Hands,L1,Yes,Black,Male,40,16,No
FTN2023-0338,Takedown (no injury),L1,Yes,Black,Male,40,16,No
FTN2021-0374,Hands,L1,Yes,White,Female,40,16,No
FTN2019-0155,Hands,L1,Yes,White,Male,40,16,No
FTN2023-0398,Firearm (Exhibited),L1,Yes,White,Male,40,16,No
FTN2023-0254,Takedown (w/injury),L2,Yes,White,Male,40,16,No
FTN2024-0064,Hands,L1,Yes,Black,Male,40,16,No
FTN2020-0265,Firearm (Exhibited),L1,Yes,White,Male,40,16,No
FTN2020-0377,Firearm (Exhibited),L1,Yes,White,Male,40,16,No
FTN2024-0113,Hands,L1,Yes,Black,Male,40,16,No
FTN2024-0113,Other,L1,Yes,Black,Male,40,16,No
FTN2023-0456,Firearm (Exhibited),L1,Yes,White,Male,40,16,No
FTN2023-0456,Firearm (Exhibited),L1,Yes,White,Male,40,16,No
FTN2022-0481,Hands,L1,Yes,Black,Female,40,16,No
FTN2024-0110,Takedown (w/injury),L2,Yes,Black,Male,40,16,No
FTN2024-0057,Takedown (no injury),L1,Yes,Black,Male,40,16,No
FTN2023-0171,Firearm (Exhibited),L1,Yes,White,Male,40,16,No
FTN2023-0188,Takedown (no injury),L1,Yes,White,Male,40,16,Yes
FTN2023-0291,Hands,L1,Yes,Black,Male,40,16,No
FTN2022-0372,Rifle (Pointed),L1,Yes,Black,Male,40,16,No
FTN2023-0457,Firearm (Exhibited),L1,Yes,White,Male,40,16,No
FTN2016-0447,CEW Deployment,L2,No,Black,Female,40,16,No
FTN2016-0447,Force (Take Down),L2,Yes,Black,Female,40,16,No
FTN2024-0156,Hands,L1,Yes,Black,Male,40,16,No
FTN2023-0500,CEW Deployment,L2,Yes,Black,Male,41,16,No
FTN2018-0182,Firearm (Exhibited),L1,Yes,White,Male,41,16,No
FTN2024-0117,Force (Take Down),L2,Yes,White,Male,41,16,No
FTN2019-0053,Firearm (Exhibited),L1,Yes,Black,Male,41,16,No
FTN2019-0269,Firearm (Exhibited),L1,Yes,Black,Male,41,16,No
FTN2016-0632,Firearm (Exhibited),L1,Yes,White,Female,41,16,No
FTN2021-0117,Firearm (Exhibited),L1,Yes,White,Male,41,16,No
FTN2020-0207,Hands,L1,Yes,White,Male,41,16,No
FTN2019-0041,Rifle (Pointed),L1,Yes,Black,Male,41,16,No
FTN2019-0021,Firearm (Exhibited),L1,Yes,Black,Male,41,16,No
FTN2023-0439,CEW Deployment,L2,Yes,Black,Male,41,16,No
FTN2016-0281,CEW Exhibited/Laser,L1,Yes,White,Female,41,16,No
FTN2023-0091,Takedown (no injury),L1,Yes,Black,Female,41,16,No
FTN2024-0144,Hands,L1,Yes,White,Male,41,16,No
FTN2024-0144,Hands (with injury),L2,Yes,White,Male,41,16,No
FTN2016-0113,Firearm (Exhibited),L1,Yes,Black,Male,41,16,No
FTN2016-0215 ,Firearm (Exhibited),L1,Yes,Black,Male,41,16,No
FTN2016-0312,Firearm (Exhibited),L1,Yes,White,Female,41,16,No
FTN2016-0538,Baton (non-strike),L2,Yes,White,Female,41,16,No
FTN2016-0496,CEW Exhibited/Laser,L1,Yes,White,Female,41,16,No
FTN2023-0307,Hands,L1,Yes,White,Female,42,16,No
FTN2024-0179,Firearm (Exhibited),L1,Yes,Black,Male,42,16,No
FTN2019-0010,Force (Escort Tech),L1,Yes,White,Male,42,16,No
FTN2021-0004,CEW Deployment,L2,Yes,White,Male,42,16,Yes
FTN2019-0138,Hands,L1,Yes,White,Male,42,16,No
FTN2017-0639,CEW Exhibited/Laser,L1,Yes,White,Female,42,16,No
FTN2017-0433,Firearm (Exhibited),L1,Yes,White,Female,42,16,No
FTN2020-0021,Force (Escort Tech),L1,Yes,Black,Male,42,16,No
FTN2022-0120,Takedown (no injury),L1,Yes,White,Male,42,16,No
FTN2017-0078,CEW Exhibited/Laser,L1,No,White,Female,42,16,No
FTN2017-0078,Force (Take Down),L2,Yes,White,Female,42,16,No
FTN2017-0635,Firearm (Exhibited),L1,Yes,White,Female,42,16,No
FTN2017-0420,Firearm (Exhibited),L1,Yes,White,Female,42,16,No
FTN2024-0171,Firearm (Exhibited),L1,Yes,Black,Male,42,16,No
FTN2024-0111,Firearm (Exhibited),L1,Yes,Black,Male,42,16,No
FTN2024-0012,Takedown (no injury),L1,Yes,Black,Male,42,16,No
FTN2024-0181,Takedown (no injury),L1,Yes,Black,Female,42,16,No
FTN2022-0249,Rifle (Pointed),L1,No,White,Male,42,16,No
FTN2017-0041,Firearm (Exhibited),L1,Yes,Black,Male,42,16,No
FTN2016-0521,Hands,L1,Yes,White,Male,42,16,No
FTN2016-0568,Hands,L1,Yes,Black,Male,42,16,No
FTN2016-0466,Firearm (Exhibited),L1,Yes,Black,Male,42,16,No
FTN2018-0131,Firearm (Exhibited),L1,Yes,White,Female,43,16,No
FTN2018-0418,CEW Deployment,L2,No,White,Female,43,16,No
FTN2018-0050,Hands,L1,Yes,White,Female,43,16,No
FTN2018-0050,NonTrad Impact Weapon,L4,Yes,White,Female,43,16,No
FTN2018-0061,Firearm (Exhibited),L1,Yes,White,Female,43,16,No
FTN2018-0136,Firearm (Exhibited),L1,Yes,White,Female,43,16,No
FTN2021-0187,Hands,L1,No,White,Male,43,16,Yes
FTN2017-0508,Hands,L1,Yes,Black,Male,43,16,No
FTN2023-0022,Firearm (Exhibited),L1,Yes,Black,Female,43,16,No
FTN2016-0410,CEW Exhibited/Laser,L1,Yes,Black,Male,43,16,No
FTN2016-0320,Firearm (Exhibited),L1,Yes,Black,Male,43,16,No
FTN2019-0174,CEW Deployment,L2,No,White,Female,44,16,No
FTN2018-0157,CEW Deployment,L2,Yes,White,Male,44,16,No
FTN2018-0191,Force (Take Down),L2,Yes,White,Male,44,16,No
FTN2018-0396,Firearm (Exhibited),L1,Yes,White,Male,44,16,No
FTN2022-0331,Firearm (Exhibited),L1,Yes,White,Male,44,16,No
FTN2020-0275,Firearm (Exhibited),L1,Yes,White,Female,45,16,No
FTN2020-0109,Hands,L1,Yes,White,Female,45,16,No
FTN2019-0085,CEW Deployment,L2,Yes,White,Male,45,16,No
FTN2019-0390,Takedown (no injury),L1,Yes,White,Male,45,16,No
FTN2019-0139,Takedown (no injury),L1,Yes,White,Male,45,16,No
FTN2019-0343,CEW Deployment,L4,No,White,Male,45,16,Yes
FTN2019-0287,Firearm (Exhibited),L1,Yes,White,Male,45,16,No
FTN2019-0295,CEW Deployment,L2,Yes,White,Male,45,16,No
FTN2020-0299,Force (Take Down),L2,Yes,White,Male,46,16,No
FTN2018-0260,Force (Escort Tech),L1,Yes,Black,Male,46,16,No
FTN2018-0260,Hands,L1,Yes,Black,Male,46,16,No
FTN2021-0244,Firearm (Exhibited),L1,Yes,White,Female,46,16,No
FTN2020-0207,CEW Deployment,L2,Yes,White,Male,46,16,No
FTN2021-0193,Firearm (Exhibited),L1,Yes,Black,Male,46,16,No
FTN2021-0335,Takedown (no injury),L1,Yes,White,Male,47,16,No
FTN2021-0260,Firearm (Exhibited),L1,Yes,White,Male,47,16,No
FTN2021-0338,Hands,L1,Yes,White,Male,47,16,No
FTN2021-0056,Force (Escort Tech),L1,Yes,White,Male,47,16,No
FTN2021-0180,Firearm (Exhibited),L1,No,White,Male,47,16,No
FTN2021-0132,CEW Deployment,L2,Yes,White,Male,47,16,No
FTN2016-0098,Firearm (Exhibited),L1,Yes,Black,Male,47,16,No
FTN2016-0520,Force (Take Down),L2,Yes,Black,Male,47,16,No
FTN2016-0551,Firearm (Exhibited),L1,Yes,Black,Male,47,16,No
FTN2016-0609,Firearm (Exhibited),L1,Yes,Black,Male,47,16,No
FTN2016-0571,Firearm (Exhibited),L1,Yes,Black,Male,47,16,No
FTN2016-0426,Firearm (Exhibited),L1,Yes,White,Male,47,16,No
FTN2016-0209,Firearm (Exhibited),L1,Yes,Black,Male,47,16,No
FTN2016-0351,Firearm (Exhibited),L1,Yes,Black,Male,47,16,No
FTN2016-0096,Force (Take Down),L2,Yes,Black,Male,47,16,No
FTN2016-0095,CEW Exhibited/Laser,L1,Yes,Black,Male,47,16,No
FTN2023-0210,Firearm (Exhibited),L1,No,White,Female,48,16,No
FTN2022-0099,Hands,L1,Yes,White,Male,48,16,No
FTN2021-0183,Firearm (Exhibited),L1,Yes,White,Male,48,16,No
FTN2017-0555,Force (Take Down),L2,Yes,White,Male,48,16,No
FTN2017-0584,Firearm (Exhibited),L1,Yes,White,Male,48,16,No
FTN2023-0464,Firearm (Exhibited),L1,Yes,White,Female,48,16,No
FTN2023-0242,Firearm (Exhibited),L1,Yes,White,Male,49,16,No
FTN2023-0130,Takedown (no injury),L1,Yes,White,Male,49,16,No
FTN2024-0161,Other,L2,Yes,White,Female,49,16,No
FTN2023-0523,Hands,L1,Yes,White,Male,49,16,No
FTN2023-0368,Takedown (no injury),L1,Yes,White,Male,49,16,No
FTN2023-0014,Takedown (no injury),L1,No,White,Male,49,16,No
FTN2023-0416,Firearm (Exhibited),L1,Yes,White,Male,49,16,No
FTN2023-0416,Force (Escort Tech),L1,Yes,White,Male,49,16,No
FTN2023-0148,Firearm (Exhibited),L1,Yes,White,Male,49,16,No
FTN2019-0316,Hands,L1,Yes,White,Male,50,16,No
FTN2022-0036,Firearm (Exhibited),L1,Yes,Black,Male,50,16,Yes
FTN2022-0036,Hands,L1,Yes,Black,Male,50,16,Yes
FTN2022-0185,Hands (with injury),L2,Yes,Black,Male,50,16,Yes
FTN2023-0475,Takedown (no injury),L1,Yes,White,Male,50,16,No
FTN2023-0109,Takedown (no injury),L1,Yes,White,Male,50,16,No
FTN2024-0156,Hands,L1,Yes,White,Male,50,16,No
FTN2020-0311,Takedown (no injury),L1,Yes,Black,Male,51,16,No
FTN2020-0386,Force (Neck Holds),L4,Yes,Black,Male,51,16,No
FTN2020-0386,Handcuffed Subject,L4,Yes,Black,Male,51,16,No
FTN2024-0125,Hands,L1,Yes,White,Male,51,16,No
FTN2024-0125,Takedown (no injury),L1,Yes,White,Male,51,16,No
FTN2021-0291,Takedown (no injury),L1,Yes,Black,Male,52,16,No
FTN2021-0405,Hands,L1,No,Black,Male,52,16,No
FTN2021-0128,CEW Deployment,L2,Yes,Black,Male,52,16,No
FTN2021-0267,CEW Deployment,L2,Yes,Black,Male,52,16,Yes
FTN2021-0314,Hands,L1,No,Black,Male,52,16,Yes
FTN2021-0314,Takedown (no injury),L1,No,Black,Male,52,16,Yes
FTN2021-0314,Force (Neck Holds),L4,No,Black,Male,52,16,Yes
FTN2021-0314,Baton (strike),L3,Yes,Black,Male,52,16,Yes
FTN2022-0162,Hands,L1,Yes,Black,Male,53,16,No
FTN2022-0141,Hands,L1,Yes,Black,Male,53,16,No
FTN2022-0314,CEW Deployment,L2,No,Black,Male,53,16,No
FTN2022-0274,Hands,L1,Yes,Black,Male,53,16,No
FTN2023-0036,Firearm (Discharged),L4,Yes,Black,Male,54,16,No
FTN2023-0003,CEW Deployment,L2,Yes,Black,Male,54,16,No
FTN2024-0147,Firearm (Exhibited),L1,Yes,Black,Male,54,16,No
FTN2023-0234,Takedown (no injury),L1,Yes,Black,Male,54,16,No
FTN2016-0532,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,31,17,No
FTN2016-0534,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,31,17,No
FTN2016-0230,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,31,17,No
FTN2016-0606,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,31,17,No
FTN2016-0028,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,31,17,No
FTN2016-0045,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,31,17,No
FTN2016-0149,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,31,17,No
FTN2016-0219,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,31,17,No
FTN2016-0261,CEW Exhibited/Laser,L1,Yes,Black,Male,32,17,No
FTN2016-0575,CEW Exhibited/Laser,L1,Yes,Black,Male,32,17,No
FTN2016-0234,Firearm (Exhibited),L1,Yes,Black,Male,32,17,No
FTN2016-0180,Hands,L1,Yes,Black,Female,32,17,No
FTN2016-0615,Firearm (Exhibited),L1,Yes,Black,Male,32,17,No
