PIB File Number,Date Occurred,Originating Bureau,Division Level,Division,Unit,Working Status,Shift,Investigation Status,Disposition,Service Type,Light Condition,Weather Condition,Subject Count,Officer Count
FTN2018-0012,1/11/2018,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2018-0016,1/13/2018,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,1,2
FTN2018-0017,1/14/2018,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Bourbon Street,Resigned,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,1,5
FTN2018-0018,1/15/2018,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,2
FTN2018-0019,1/17/2018,FOB - Field Operations Bureau,1st District,Narcotics,Unknown,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2018-0022,1/18/2018,FOB - Field Operations Bureau,7th District,Task Force,A,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Traffic Stop,Poor,Clear Conditions,1,1
FTN2018-0036,1/18/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,2,2
FTN2018-0021,1/18/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,1,1
FTN2018-0008,1/18/2018,FOB - Field Operations Bureau,2nd District,K9 Section,Unknown,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2018-0020,1/18/2018,FOB - Field Operations Bureau,1st District,Staff,Unknown,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2018-0024,1/19/2018,Office of the Superintendent,Staff Division,Compliance Section,Unknown,Paid Detail,Between 11pm-7am,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,1,1
FTN2018-0023,1/19/2018,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,1,1
FTN2018-0025,1/20/2018,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,1,1
FTN2018-0026,1/22/2018,FOB - Field Operations Bureau,8th District,C Platoon,Unknown,Paid Detail,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,3
FTN2018-0030,1/23/2018,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Bourbon Street,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,5
FTN2018-0028,1/23/2018,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,1,1
FTN2018-0027,1/23/2018,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,1,2
FTN2018-0034,1/24/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,1,1
FTN2018-0035,1/24/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,2,2
FTN2018-0029,1/24/2018,FOB - Field Operations Bureau,7th District,Task Force,A,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,1,1
FTN2018-0031,1/26/2018,ISB - Investigation and Support Bureau,Special Investigations Division,Narcotics Section,Narcotics,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,1,1
FTN2018-0032,1/27/2018,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Rainy Conditions - Light,1,1
FTN2018-0033,1/28/2018,FOB - Field Operations Bureau,3rd District,Unknown,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,1,1
FTN2018-0038,1/29/2018,FOB - Field Operations Bureau,Special Operations Division,School Resource Officers,Unknown,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,1,2
FTN2018-0062,1/31/2018,FOB - Field Operations Bureau,7th District,Narcotics,Narcotics,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,1,2
FTN2018-0039,2/1/2018,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2018-0040,2/2/2018,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,3
FTN2018-0041,2/4/2018,FOB - Field Operations Bureau,4th District,A Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2018-0042,2/5/2018,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,1,1
FTN2018-0043,2/5/2018,FOB - Field Operations Bureau,2nd District,Narcotics,Narcotics,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,1,1
FTN2018-0044,2/6/2018,FOB - Field Operations Bureau,1st District,D.I.U.,Persons,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,2
FTN2018-0045,2/7/2018,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2018-0047,2/9/2018,FOB - Field Operations Bureau,6th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2018-0049,2/10/2018,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Rainy Conditions - Light,1,1
FTN2018-0048,2/10/2018,FOB - Field Operations Bureau,4th District,Tactical Section,V.O.W.S. Unit,Off Duty,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Foggy Condition,1,1
FTN2018-0050,2/11/2018,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Not Justified,Call for Service,Poor,Rainy Conditions - Light,1,5
FTN2018-0051,2/11/2018,FOB - Field Operations Bureau,5th District,Investigations,Squad 3,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,1,1
FTN2018-0052,2/11/2018,FOB - Field Operations Bureau,7th District,Unknown,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Rainy Conditions - Heavy,1,1
FTN2017-0021,1/17/2017,FOB - Field Operations Bureau,1st District,B Platoon,Patrol,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2018-0054,2/12/2018,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,2
FTN2018-0055,2/12/2018,FOB - Field Operations Bureau,7th District,D.I.U.,Squad 2,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2017-0029,1/20/2017,FOB - Field Operations Bureau,1st District,D.I.U.,Staff,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,9,6
FTN2018-0060,2/13/2018,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2018-0059,2/13/2018,FOB - Field Operations Bureau,7th District,Staff,Patrol,Off Duty,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,1
FTN2018-0057,2/13/2018,FOB - Field Operations Bureau,8th District,B Platoon,Unknown,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,2
FTN2018-0058,2/13/2018,FOB - Field Operations Bureau,7th District,Unknown,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,3
FTN2018-0061,2/14/2018,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Foggy Condition,3,2
FTN2018-0063,2/14/2018,ISB - Investigation and Support Bureau,Special Investigations Division,Street Gang Unit,Squad A,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2018-0064,2/15/2018,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,4
FTN2018-0077,2/16/2018,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,3
FTN2018-0067,2/18/2018,FOB - Field Operations Bureau,1st District,K9 Section,Unknown,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2018-0066,2/18/2018,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2018-0070,2/20/2018,FOB - Field Operations Bureau,2nd District,D.I.U.,Unknown,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,4
FTN2018-0069,2/21/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,4,2
FTN2018-0071,2/22/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Unknown,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,1,2
FTN2018-0073,2/23/2018,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Rainy Conditions - Medium,1,4
FTN2018-0072,2/23/2018,FOB - Field Operations Bureau,1st District,Narcotics,Narcotics,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,2
FTN2018-0075,2/24/2018,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,1,1
FTN2018-0074,2/24/2018,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,3
FTN2018-0076,2/25/2018,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2018-0109,2/25/2018,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,3,2
FTN2018-0079,2/27/2018,FOB - Field Operations Bureau,4th District,Task Force,A,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,2,3
FTN2018-0078,2/27/2018,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Other,1,5
FTN2018-0080,3/1/2018,FOB - Field Operations Bureau,Special Operations Division,K9 Section,Unknown,Regular Working,Between 7am-3pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2018-0081,3/3/2018,FOB - Field Operations Bureau,4th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,1,1
FTN2018-0082,3/3/2018,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2018-0085,3/6/2018,FOB - Field Operations Bureau,4th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2018-0086,3/6/2018,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2018-0084,3/6/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Rainy Conditions - Light,1,4
FTN2018-0088,3/8/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,1,1
FTN2018-0087,3/8/2018,FOB - Field Operations Bureau,7th District,Task Force,A,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,1,3
FTN2018-0089,3/9/2018,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2018-0091,3/11/2018,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,1
FTN2018-0094,3/12/2018,FOB - Field Operations Bureau,4th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2018-0092,3/13/2018,FOB - Field Operations Bureau,5th District,Narcotics,Unknown,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Poor,Clear Conditions,1,4
FTN2018-0096,3/14/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,3,1
FTN2018-0093,3/14/2018,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,3
FTN2018-0095,3/15/2018,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Other,Poor,Clear Conditions,1,1
FTN2018-0097,3/17/2018,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,1,1
FTN2018-0099,3/18/2018,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,2
FTN2018-0101,3/19/2018,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2018-0100,3/19/2018,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,2,1
FTN2018-0103,3/20/2018,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Bourbon Street,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,4
FTN2018-0102,3/20/2018,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,1,2
FTN2018-0105,3/21/2018,FOB - Field Operations Bureau,4th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2017-0040,1/25/2017,FOB - Field Operations Bureau,1st District,Unknown,Unknown,Regular Working,Unknown,Completed,Use Of Force Authorized,Pedestrian Stop,Poor,Clear Conditions,1,1
FTN2018-0124,3/23/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,3,2
FTN2018-0107,3/23/2018,FOB - Field Operations Bureau,3rd District,Investigations,Squad 3,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,2,4
FTN2018-0108,3/25/2018,FOB - Field Operations Bureau,7th District,Unknown,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,1,3
FTN2018-0111,3/26/2018,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Resigned,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2018-0110,3/26/2018,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2018-0112,3/27/2018,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,3
FTN2018-0113,3/28/2018,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Bourbon Street,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,1,2
